nm,front surface transmssion,substrate transmission,predicted QE (%)
1051,73.0039,71.6025,1.4014
1052,72.9994,71.6843,1.3151
1053,72.995,71.7201,1.2749
1054,72.9905,71.7051,1.2854
1055,72.9861,71.6569,1.3292
1056,72.9817,71.6075,1.3742
1057,72.9773,71.5885,1.3888
1058,72.973,71.6181,1.3549
1059,72.9687,71.693,1.2757
1060,72.9644,71.7908,1.1736
1061,72.9601,71.8792,1.0809
1062,72.9559,71.9306,1.0253
1063,72.9517,71.9333,1.0184
1064,72.9475,71.8969,1.0506
1065,72.9433,71.8472,1.0961
1066,72.9392,71.8152,1.124
1067,72.9351,71.8239,1.1112
1068,72.931,71.879,1.052
1069,72.927,71.9666,0.9604
1070,72.9229,72.0598,0.8631
1071,72.9189,72.1296,0.7893
1072,72.9149,72.1568,0.7581
1073,72.911,72.1405,0.7705
1074,72.9071,72.0974,0.8097
1075,72.9032,72.055,0.8482
1076,72.8993,72.04,0.8593
1077,72.8954,72.0674,0.828
1078,72.8916,72.135,0.7566
1079,72.8878,72.2245,0.6633
1080,72.884,72.3091,0.5749
1081,72.8803,72.3642,0.5161
1082,72.8766,72.3774,0.4992
1083,72.8729,72.3531,0.5198
1084,72.8692,72.3107,0.5585
1085,72.8655,72.2761,0.5894
1086,72.8619,72.2719,0.59
1087,72.8583,72.3081,0.5502
1088,72.8547,72.3793,0.4754
1089,72.8511,72.4447,0.4064
1090,72.8476,72.501,0.3466
1091,72.8441,72.5297,0.3144
1092,72.8406,72.5231,0.3175
1093,72.8372,72.4865,0.3507
1094,72.8337,72.4354,0.3983
1095,72.8303,72.3898,0.4405
1096,72.8269,72.3668,0.4601
1097,72.8235,72.3746,0.4489
1098,72.8202,72.4107,0.4095
1099,72.8169,72.4625,0.3544
1100,72.8136,72.5131,0.3005
1101,72.8103,72.5463,0.264
1102,72.8071,72.553,0.2541
1103,72.8039,72.5337,0.2702
1104,72.8007,72.4975,0.3032
1105,72.7975,72.459,0.3385
1106,72.7944,72.4326,0.3618
1107,72.7913,72.4278,0.3635
1108,72.7882,72.4464,0.3418
1109,72.7851,72.4822,0.3029
1110,72.782,72.5238,0.2582
1111,72.779,72.5583,0.2207
1112,72.776,72.5762,0.1998
1113,72.773,72.5739,0.1991
1114,72.77,72.5549,0.2151
1115,72.7671,72.5277,0.2394
1116,72.7642,72.5032,0.261
1117,72.7613,72.4903,0.271
1118,72.7584,72.4936,0.2648
1119,72.7555,72.5123,0.2432
1120,72.7527,72.5403,0.2124
1121,72.7499,72.5683,0.1816
1122,72.7471,72.5892,0.1579
1123,72.7443,72.5981,0.1462
1124,72.7416,72.5941,0.1475
1125,72.7388,72.5807,0.1581
1126,72.7361,72.5639,0.1722
1127,72.7334,72.5503,0.1831
1128,72.7308,72.5446,0.1862
1129,72.7281,72.5486,0.1795
1130,72.7255,72.5609,0.1646
1131,72.7229,72.5773,0.1456
1132,72.7203,72.5933,0.127
1133,72.7178,72.6049,0.1129
1134,72.7152,72.61,0.1052
1135,72.7127,72.6091,0.1036
1136,72.7102,72.6046,0.1056
1137,72.7077,72.5996,0.1081
1138,72.7052,72.5967,0.1085
1139,72.7028,72.5975,0.1053
1140,72.7004,72.6017,0.0987
1141,72.698,72.608,0.09
1142,72.6956,72.6142,0.0814
1143,72.6932,72.6189,0.0743
1144,72.6909,72.6215,0.0694
1145,72.6841,72.6147,0.0694
1146,72.6773,72.608,0.0693
1147,72.6706,72.6013,0.0693
1148,72.6638,72.5947,0.0691
1149,72.6571,72.588,0.0691
1150,72.6504,72.5814,0.069
1151,72.6437,72.5747,0.069
1152,72.637,72.5681,0.0689
1153,72.6304,72.5615,0.0689
1154,72.6237,72.555,0.0687
1155,72.6171,72.5484,0.0687
1156,72.6105,72.5419,0.0686
1157,72.6039,72.5353,0.0686
1158,72.5973,72.5288,0.0685
