model assumes 10 micron device thickness,,,
nm,front surface transmssion,substrate transmission,predicted QE (%)
794,68.3034,22.5581,45.7453
795,68.3084,22.6606,45.6478
796,68.314,23.0445,45.2695
797,68.3197,23.4338,44.8859
798,68.3253,23.8287,44.4966
799,68.3309,24.2293,44.1016
800,68.3366,24.6355,43.7011
801,68.3423,25.0476,43.2947
802,68.3479,25.4655,42.8824
803,68.3536,25.8894,42.4642
804,68.3594,26.3192,42.0402
805,68.3651,26.755,41.6101
806,68.369,26.8283,41.5407
807,68.3727,26.8609,41.5118
808,68.3764,26.8934,41.483
809,68.3802,26.9259,41.4543
810,68.3839,26.9584,41.4255
811,68.3877,26.9909,41.3968
812,68.3914,27.0233,41.3681
813,68.3952,27.0556,41.3396
814,68.399,27.088,41.311
815,68.4028,27.1203,41.2825
816,68.4068,27.268,41.1388
817,68.4113,27.6885,40.7228
818,68.4158,28.1144,40.3014
819,68.4203,28.5458,39.8745
820,68.4248,28.9827,39.4421
821,68.4293,29.4253,39.004
822,68.4338,29.8735,38.5603
823,68.4383,30.3275,38.1108
824,68.4429,30.7872,37.6557
825,68.4474,31.2528,37.1946
826,68.452,31.7243,36.7277
827,68.4555,32.0738,36.3817
828,68.4573,32.2335,36.2238
829,68.4591,32.3937,36.0654
830,68.4609,32.5542,35.9067
831,68.4627,32.7152,35.7475
832,68.4645,32.8766,35.5879
833,68.4664,33.0384,35.428
834,68.4682,33.2006,35.2676
835,68.4701,33.3633,35.1068
836,68.4719,33.5263,34.9456
837,68.4738,33.6898,34.784
838,68.4757,33.8536,34.6221
839,68.4776,34.0179,34.4597
840,68.4795,34.1826,34.2969
841,68.4815,34.3477,34.1338
842,68.4834,34.5132,33.9702
843,68.4853,34.6791,33.8062
844,68.4873,34.8454,33.6419
845,68.4893,35.0122,33.4771
846,68.4913,35.1793,33.312
847,68.4932,35.3469,33.1463
848,68.4952,35.5148,32.9804
849,68.4973,35.6832,32.8141
850,68.4993,35.852,32.6473
851,68.5013,36.0211,32.4802
852,68.5034,36.1907,32.3127
853,68.5054,36.3607,32.1447
854,68.5075,36.5311,31.9764
855,68.5096,36.7019,31.8077
856,68.5117,36.8731,31.6386
857,68.5138,37.0448,31.469
858,68.5159,37.2168,31.2991
859,68.518,37.3892,31.1288
860,68.5201,37.562,30.9581
861,68.5223,37.7353,30.787
862,68.5244,37.9089,30.6155
863,68.5266,38.0829,30.4437
864,68.5287,38.2574,30.2713
865,68.5309,38.4322,30.0987
866,68.5331,38.6074,29.9257
867,68.5353,38.7831,29.7522
868,68.5375,38.9591,29.5784
869,68.5397,39.1355,29.4042
870,68.5419,39.3124,29.2295
871,68.5442,39.4896,29.0546
872,68.5464,39.6672,28.8792
873,68.5487,39.8453,28.7034
874,68.5509,40.0237,28.5272
875,68.5532,40.2025,28.3507
876,68.5555,40.3817,28.1738
877,68.5577,40.5613,27.9964
878,68.56,40.7414,27.8186
879,68.5624,40.9218,27.6406
880,68.5647,41.1026,27.4621
881,68.567,41.2837,27.2833
882,68.5693,41.4653,27.104
883,68.5716,41.6473,26.9243
884,68.574,41.8297,26.7443
885,68.5763,42.0124,26.5639
886,68.5787,42.1956,26.3831
887,68.5811,42.3791,26.202
888,68.5835,42.5631,26.0204
889,68.5859,42.7474,25.8385
890,68.5883,42.9321,25.6562
891,68.5907,43.1172,25.4735
892,68.5931,43.3027,25.2904
893,68.5955,43.4886,25.1069
894,68.5979,43.6749,24.923
895,68.6004,43.8615,24.7389
896,68.6028,44.0486,24.5542
897,68.6053,44.236,24.3693
898,68.6077,44.4239,24.1838
899,68.6102,44.6121,23.9981
900,68.6127,44.8006,23.8121
901,68.6152,44.9896,23.6256
902,68.6177,45.179,23.4387
903,68.6202,45.3687,23.2515
904,68.6227,45.5589,23.0638
905,68.6252,45.7494,22.8758
906,68.6278,45.9403,22.6875
907,68.6303,46.1315,22.4988
908,68.6328,46.3232,22.3096
909,68.6354,46.5152,22.1202
910,68.638,46.7077,21.9303
911,68.6405,46.9005,21.74
912,68.6431,47.0936,21.5495
913,68.6457,47.2872,21.3585
914,68.6483,47.4812,21.1671
915,68.6509,47.6755,20.9754
916,68.6535,47.8702,20.7833
917,68.6561,48.0652,20.5909
