nm,front surface transmssion,substrate transmission,predicted QE (%)
688,70.1365,1.9912,68.1453
689,70.1354,2.0015,68.1339
690,70.1342,2.0118,68.1224
691,70.1331,2.0222,68.1109
692,70.132,2.0325,68.0995
693,70.131,2.0429,68.0881
694,70.1301,2.0533,68.0768
695,70.1292,2.0637,68.0655
696,70.1284,2.0742,68.0542
697,70.1272,2.1202,68.007
698,70.1257,2.204,67.9217
699,70.1242,2.2908,67.8334
700,70.1228,2.3808,67.742
701,70.1216,2.474,67.6476
702,70.1204,2.5706,67.5498
703,70.1193,2.6708,67.4485
704,70.1183,2.7745,67.3438
705,70.1178,2.8813,67.2365
706,70.1179,2.9914,67.1265
707,70.1181,3.1053,67.0128
708,70.1183,3.2232,66.8951
709,70.1186,3.3453,66.7733
710,70.119,3.4716,66.6474
711,70.1194,3.6023,66.5171
712,70.1198,3.7376,66.3822
713,70.119,3.8272,66.2918
714,70.1164,3.8427,66.2737
715,70.1138,3.8581,66.2557
716,70.1112,3.8737,66.2375
717,70.1087,3.8892,66.2195
718,70.1062,3.9048,66.2014
719,70.1038,3.9203,66.1835
720,70.1014,3.9359,66.1655
721,70.0994,3.976,66.1234
722,70.0987,4.1163,65.9824
723,70.0981,4.2611,65.837
724,70.0975,4.4106,65.6869
725,70.097,4.565,65.532
726,70.0965,4.7243,65.3722
727,70.096,4.8887,65.2073
728,70.0956,5.0583,65.0373
729,70.0953,5.2334,64.8619
730,70.0936,5.3,64.7936
731,70.0912,5.3185,64.7727
732,70.089,5.3371,64.7519
733,70.0868,5.3558,64.731
734,70.0846,5.3744,64.7102
735,70.0825,5.393,64.6895
736,70.0804,5.4117,64.6687
737,70.0784,5.4304,64.648
738,70.0764,5.4491,64.6273
739,70.0761,5.6269,64.4492
740,70.0758,5.81,64.2658
741,70.0755,5.9986,64.0769
742,70.0754,6.1927,63.8827
743,70.0752,6.3926,63.6826
744,70.0751,6.5984,63.4767
745,70.0751,6.8102,63.2649
746,70.0751,7.0283,63.0468
747,70.075,7.2321,62.8429
748,70.0742,7.254,62.8202
749,70.0734,7.276,62.7974
750,70.0726,7.2979,62.7747
751,70.0719,7.3198,62.7521
752,70.0713,7.3418,62.7295
753,70.0707,7.3637,62.707
754,70.0701,7.3857,62.6844
755,70.0695,7.4077,62.6618
756,70.069,7.4297,62.6393
757,70.067,7.6538,62.4132
758,70.065,7.8839,62.1811
759,70.063,8.1204,61.9426
760,70.0611,8.3634,61.6977
761,70.0593,8.6129,61.4464
762,70.0574,8.8692,61.1882
763,70.0556,9.1324,60.9232
764,70.0539,9.4027,60.6512
765,70.0521,9.6803,60.3718
766,70.0505,9.7825,60.268
767,70.049,9.8074,60.2416
768,70.0475,9.8324,60.2151
769,70.0461,9.8573,60.1888
770,70.0446,9.8822,60.1624
771,70.0433,9.9072,60.1361
772,70.0419,9.9321,60.1098
773,70.0406,9.957,60.0836
774,70.0393,9.982,60.0573
775,70.0383,10.0318,60.0065
776,70.0386,10.3094,59.7292
777,70.039,10.594,59.445
778,70.0394,10.8856,59.1538
779,70.0398,11.1845,58.8553
780,70.0403,11.4908,58.5495
781,70.0408,11.8047,58.2361
782,70.0413,12.1263,57.915
783,70.0419,12.4558,57.5861
784,70.0425,12.7935,57.249
785,70.0429,13.0431,56.9998
786,70.0427,13.0709,56.9718
787,70.0425,13.0988,56.9437
788,70.0424,13.1267,56.9157
789,70.0423,13.1546,56.8877
790,70.0422,13.1824,56.8598
791,70.0421,13.2103,56.8318
792,70.0421,13.2381,56.804
793,70.0421,13.266,56.7761
794,70.0422,13.2938,56.7484
795,70.0423,13.3831,56.6592
796,70.043,13.723,56.32
797,70.0436,14.0706,55.973
798,70.0443,14.4262,55.6181
799,70.045,14.7898,55.2552
800,70.0458,15.1616,54.8842
801,70.0466,15.5418,54.5048
802,70.0475,15.9306,54.1169
803,70.0484,16.3282,53.7202
804,70.0493,16.7346,53.3147
805,70.0503,17.1501,52.9002
806,70.0497,17.219,52.8307
807,70.0489,17.2488,52.8001
808,70.0482,17.2785,52.7697
809,70.0475,17.3083,52.7392
810,70.0468,17.338,52.7088
811,70.0461,17.3677,52.6784
812,70.0455,17.3974,52.6481
813,70.0449,17.4271,52.6178
814,70.0444,17.4568,52.5876
815,70.0438,17.4864,52.5574
816,70.0435,17.6278,52.4157
817,70.0434,18.0353,52.0081
818,70.0434,18.4512,51.5922
819,70.0435,18.8757,51.1678
820,70.0435,19.3089,50.7346
821,70.0436,19.7509,50.2927
822,70.0437,20.2019,49.8418
823,70.0439,20.6622,49.3817
824,70.044,21.1317,48.9123
825,70.0442,21.6108,48.4334
826,70.0445,22.0995,47.945
827,70.0437,22.4638,47.5799
828,70.0414,22.6301,47.4113
829,70.0391,22.7974,47.2417
830,70.0368,22.9654,47.0714
831,70.0346,23.1343,46.9003
